Centro,Nombre científico (especie),Código del arbol,Area basal de arbol (dm²),Diametro de tronco equivalente (cm),Altura de arbol normalizada (m),Altura de copa normalizada (m),Diametro de copa promedio (m),Excentricidad de copa
CUVALLES,Bauhinia variegata,C14-5-812,0.41,7.2,3.7,2.7,3.4,0.24
CUVALLES,Cupressus sempervirens,C14-5-813,0.21,5.2,3.1,3,0.8,0
CUVALLES,Bauhinia variegata,C14-5-814,0.2,5,3,2.2,2.8,0.59
CUVALLES,Bauhinia variegata,C14-5-815,1.66,14.5,5.9,5.5,4.4,0.55
CUVALLES,Cupressus sempervirens,C14-5-816,0.28,6,4.7,4.5,0.7,0
CUVALLES,Bauhinia variegata,C14-5-817,0.93,10.9,4,3.1,3.7,0.53
CUVALLES,Cupressus sempervirens,C14-5-818,0.4,7.1,4.6,6.2,0.8,0.48
CUVALLES,Bauhinia variegata,C14-5-819,4.6,24.2,6.7,6.1,7.1,0.84
CUVALLES,Pinus douglasiana,C14-5-820,0.24,5.5,4.1,3.4,3.6,0.32
CUVALLES,Pinus douglasiana,C14-5-821,0.55,8.4,4.8,4.8,3.7,0.23
CUVALLES,Pinus douglasiana,C14-5-822,0.28,6,3.7,3.2,2.5,0.47
CUVALLES,Cupressus sempervirens,C14-5-823,0.52,8.1,5.6,5.4,0.7,0.52
CUVALLES,Cupressus sempervirens,C14-5-824,0.34,6.6,4.9,4.6,0.7,0.66
CUVALLES,Cupressus sempervirens,C14-5-825,0.53,8.2,4.5,4.4,0.9,0.6
CUVALLES,Cupressus sempervirens,C14-5-826,0.64,9,6.6,6.4,0.8,0
CUVALLES,Cupressus sempervirens,C14-5-827,0.68,9.3,6,5.8,0.7,0.66
CUVALLES,Cupressus sempervirens,C14-5-828,0.74,9.7,6.4,5.9,0.8,0.48
CUVALLES,Cupressus sempervirens,C14-5-829,0.95,11,6.5,6.2,0.7,0.52
CUVALLES,Cupressus sempervirens,C14-5-830,0.99,11.2,7.4,7.3,0.6,0.55
CUVALLES,Cupressus sempervirens,C14-5-831,0.8,10.1,6.6,6.5,0.8,0.48
CUVALLES,Cupressus sempervirens,C14-5-832,1,11.3,6.6,6.3,0.8,0.63
CUVALLES,Cupressus sempervirens,C14-5-833,0.9,10.7,7.6,7.2,0.7,0.52
CUVALLES,Cupressus sempervirens,C14-5-834,1.04,11.5,6.4,6.1,0.8,0
CUVALLES,Cupressus sempervirens,C14-5-835,1.13,12,8.5,8.3,0.8,0.63
CUVALLES,Cupressus sempervirens,C14-5-836,0.95,11,6.9,6.8,0.8,0
CUVALLES,Cupressus sempervirens,C14-5-837,0.87,10.5,6.8,6.6,0.9,0.46
CUVALLES,Cupressus sempervirens,C14-5-838,0.92,10.8,7.1,6.9,0.8,0.48
CUVALLES,Cupressus sempervirens,C14-5-839,0.95,11,7.1,6.8,0.7,0
CUVALLES,Cupressus sempervirens,C14-5-840,0.9,10.7,5.8,5.6,0.8,0
CUVALLES,Cupressus sempervirens,C14-5-841,0.85,10.4,6.5,6.3,0.8,0
CUVALLES,Cupressus sempervirens,C14-5-842,1.13,12,8.5,7.9,0.9,0
CUVALLES,Cupressus sempervirens,C14-5-843,0.8,10.1,5.7,5.6,1.1,0.66
CUVALLES,Cupressus sempervirens,C14-5-844,0.87,10.5,6.9,6.7,0.9,0.46
CUVALLES,Cupressus sempervirens,C14-5-845,0.95,11,7,6.8,0.9,0.46
CUVALLES,Cupressus sempervirens,C14-5-846,0.68,9.3,6.8,6.6,0.9,0
CUVALLES,Cupressus sempervirens,C14-5-847,0.9,10.7,7.5,7.2,0.8,0
CUVALLES,Cupressus sempervirens,C14-5-848,0.97,11.1,6.1,6,0.9,0.46
CUVALLES,Cupressus sempervirens,C14-5-849,0.79,10,4.8,4.9,0.6,0.7
CUVALLES,Cupressus sempervirens,C14-5-850,0.59,8.7,4.8,4.4,0.8,0.48
CUVALLES,Cupressus sempervirens,C14-5-851,0.92,10.8,5.4,4.8,0.9,0
CUVALLES,Cupressus sempervirens,C14-5-852,0.87,10.5,4.3,4,0.6,0
CUVALLES,Cupressus sempervirens,C14-5-853,1.04,11.5,5.8,5.6,0.5,0.75
CUVALLES,Cupressus sempervirens,C14-5-854,0.79,10,5.5,5.3,0.6,0.55
CUVALLES,Cupressus sempervirens,C14-5-855,0.79,10,7.2,7.1,0.7,0.52
CUVALLES,Cupressus sempervirens,C14-5-856,0.65,9.1,4.3,4.2,0.8,0.48
CUVALLES,Cupressus sempervirens,C14-5-857,0.72,9.6,5.9,5.9,0.6,0.55
CUVALLES,Cupressus sempervirens,C14-5-858,0.64,9,5.2,5.1,0.6,0.55
CUVALLES,Cupressus sempervirens,C14-5-859,0.87,10.5,5,4.7,0.6,0
CUVALLES,Cupressus sempervirens,C14-5-860,0.79,10,5.6,5.6,0.7,0.52
CUVALLES,Cupressus sempervirens,C14-5-861,0.66,9.2,5.2,5.2,0.6,0
CUVALLES,Cupressus sempervirens,C14-5-862,0.71,9.5,4.4,4.3,0.6,0
CUVALLES,Cupressus sempervirens,C14-5-863,0.26,5.8,3.1,2.7,0.6,0.55
CUVALLES,Cupressus sempervirens,C14-5-864,1.04,11.5,6,5.7,0.7,0.52
CUVALLES,Cupressus sempervirens,C14-5-865,0.83,10.3,6,5.9,0.6,0
CUVALLES,Cupressus sempervirens,C14-5-866,0.79,10,5.6,5.5,0.9,0.46
CUVALLES,Cupressus sempervirens,C14-5-867,0.5,8,3.5,3.3,1.1,0.66
CUVALLES,Cupressus sempervirens,C14-5-868,0.53,8.2,4.6,4.3,0.8,0
CUVALLES,Cupressus sempervirens,C14-5-869,0.41,7.2,3,3,0.9,0.46
CUVALLES,Cupressus sempervirens,C14-5-870,0.44,7.5,4.1,3.9,0.9,0
CUVALLES,Cupressus sempervirens,C14-5-871,0.5,8,3.4,3.4,1.1,0.55
CUVALLES,Cupressus sempervirens,C14-5-872,0.72,9.6,4.4,4.1,0.8,0.48
CUVALLES,Cupressus sempervirens,C14-5-873,0.79,10,4,3.9,1.2,0.53
CUVALLES,Cupressus sempervirens,C14-5-874,0.54,8.3,4.7,4.4,0.9,0.6
CUVALLES,Cupressus sempervirens,C14-5-875,0.48,7.8,5.1,4.8,1,0.44
CUVALLES,Cupressus sempervirens,C14-5-876,0.9,10.7,5.9,5.5,0.9,0.71
CUVALLES,Cupressus sempervirens,C14-5-877,0.65,9.1,5.1,4.2,0.7,0
CUVALLES,Cupressus sempervirens,C14-5-878,0.82,10.2,5.7,5.4,1,0.57
CUVALLES,Cupressus sempervirens,C14-5-879,0.45,7.6,4.1,3.9,1,0.44
CUVALLES,Cupressus sempervirens,C14-5-880,0.31,6.3,3.6,3.5,1,0.44
CUVALLES,Acacia farnesiana,C14-5-881,0.42,7.3,2.5,1.5,4.2,0.3
CUVALLES,Acacia farnesiana,C14-5-882,0.31,6.3,2.2,0.8,3.4,0.33
CUVALLES,Washingtonia filifera,C14-5-883,18.1,48,4.3,3.3,4,0.31
CUVALLES,Acacia farnesiana,C14-5-884,0.32,6.4,2.3,1.2,4.5,0.21
CUVALLES,Washingtonia filifera,C14-5-885,12.25,39.5,5.3,3.7,3.7,0.67
CUVALLES,Washingtonia filifera,C14-5-886,9.9,35.5,4.1,2.7,3.3,0.55
CUVALLES,Washingtonia filifera,C14-5-887,11.46,38.2,3.6,2.9,3.2,0.47
CUVALLES,Guazuma ulmifolia,C14-5-888,1.18,12.3,3.9,3.2,5.9,0.18
CUVALLES,Leucaena leucocephala,C14-5-889,2.36,17.3,4.4,3.4,8.9,0.36
